,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
192,0.0313311815262,0.0013134876887,0.717530134428,0.722390453596,entropy,23.0,0.20322580645161292,0.10000000000000001,"{'min_samples_split': 0.10000000000000001, 'criterion': 'entropy', 'max_depth': 23.0, 'min_samples_leaf': 0.20322580645161292}",16,0.744729767313,0.718712450798,0.730924695973,0.714121519871,0.701288894826,0.727357709977,0.705518026521,0.719211029854,0.716310124707,0.728559754144,0.706377676969,0.726380256929,0.00181966479383,4.96278102209e-05,0.0155649363346,0.00533329386533
79,0.0267311731974,0.00117647647858,0.716389524243,0.721397215332,gini,10.0,0.20322580645161292,0.18709677419354839,"{'min_samples_split': 0.18709677419354839, 'criterion': 'gini', 'max_depth': 10.0, 'min_samples_leaf': 0.20322580645161292}",17,0.744729767313,0.718712450798,0.730924695973,0.714121519871,0.694443637715,0.721398280396,0.705518026521,0.719211029854,0.716310124707,0.728559754144,0.706377676969,0.726380256929,0.00162284044397,7.11386533525e-05,0.0169063262741,0.00484863862215
36,0.0255635182063,0.00117703278859,0.71429293771,0.718839320072,gini,9.0,0.21612903225806451,0.33225806451612905,"{'min_samples_split': 0.33225806451612905, 'criterion': 'gini', 'max_depth': 9.0, 'min_samples_leaf': 0.21612903225806451}",18,0.734419903588,0.712163735193,0.730924695973,0.714121519871,0.694443637715,0.721398280396,0.705518026521,0.719211029854,0.717564749685,0.727653822051,0.702860080273,0.718487533069,0.00156646971306,5.71872390682e-05,0.0146874320147,0.0050220632804
185,0.0255643129349,0.00118350982666,0.71429293771,0.718839320072,gini,22.0,0.21612903225806451,0.39032258064516134,"{'min_samples_split': 0.39032258064516134, 'criterion': 'gini', 'max_depth': 22.0, 'min_samples_leaf': 0.21612903225806451}",18,0.734419903588,0.712163735193,0.730924695973,0.714121519871,0.694443637715,0.721398280396,0.705518026521,0.719211029854,0.717564749685,0.727653822051,0.702860080273,0.718487533069,0.00153810222589,3.13354945294e-05,0.0146874320147,0.0050220632804
139,0.0253565311432,0.00117099285126,0.71429293771,0.718839320072,gini,22.0,0.21612903225806451,0.27419354838709675,"{'min_samples_split': 0.27419354838709675, 'criterion': 'gini', 'max_depth': 22.0, 'min_samples_leaf': 0.21612903225806451}",18,0.734419903588,0.712163735193,0.730924695973,0.714121519871,0.694443637715,0.721398280396,0.705518026521,0.719211029854,0.717564749685,0.727653822051,0.702860080273,0.718487533069,0.00157109285289,0.000122278576474,0.0146874320147,0.0050220632804
146,0.0260485013326,0.0012491941452,0.71429293771,0.718839320072,gini,18.0,0.21612903225806451,0.18709677419354839,"{'min_samples_split': 0.18709677419354839, 'criterion': 'gini', 'max_depth': 18.0, 'min_samples_leaf': 0.21612903225806451}",18,0.734419903588,0.712163735193,0.730924695973,0.714121519871,0.694443637715,0.721398280396,0.705518026521,0.719211029854,0.717564749685,0.727653822051,0.702860080273,0.718487533069,0.00155720785457,5.81155984731e-05,0.0146874320147,0.0050220632804
102,0.0257816314697,0.00122106075287,0.71429293771,0.718839320072,gini,32.0,0.21612903225806451,0.10000000000000001,"{'min_samples_split': 0.10000000000000001, 'criterion': 'gini', 'max_depth': 32.0, 'min_samples_leaf': 0.21612903225806451}",18,0.734419903588,0.712163735193,0.730924695973,0.714121519871,0.694443637715,0.721398280396,0.705518026521,0.719211029854,0.717564749685,0.727653822051,0.702860080273,0.718487533069,0.00167136944445,8.1186427446e-05,0.0146874320147,0.0050220632804
7,0.0260025262833,0.00129000345866,0.714083882301,0.718990308754,gini,19.0,0.20322580645161292,0.41935483870967749,"{'min_samples_split': 0.41935483870967749, 'criterion': 'gini', 'max_depth': 19.0, 'min_samples_leaf': 0.20322580645161292}",23,0.734419903588,0.712163735193,0.730924695973,0.714121519871,0.694443637715,0.721398280396,0.705518026521,0.719211029854,0.716310124707,0.728559754144,0.702860080273,0.718487533069,0.00136923856228,0.000185968818134,0.0146482511303,0.00529120851786
134,0.031462152799,0.00128503640493,0.713418098893,0.718953987283,entropy,26.0,0.15161290322580645,0.47741935483870968,"{'min_samples_split': 0.47741935483870968, 'criterion': 'entropy', 'max_depth': 26.0, 'min_samples_leaf': 0.15161290322580645}",24,0.734419903588,0.712163735193,0.730924695973,0.714121519871,0.690517707057,0.720941948384,0.705518026521,0.719211029854,0.71624042332,0.728798157327,0.702860080273,0.718487533069,0.00177984550282,3.51539865273e-05,0.0155673183638,0.00533234764351
32,0.0314472516378,0.00129389762878,0.713317926509,0.718915170354,entropy,32.0,0.13870967741935486,0.47741935483870968,"{'min_samples_split': 0.47741935483870968, 'criterion': 'entropy', 'max_depth': 32.0, 'min_samples_leaf': 0.13870967741935486}",25,0.734419903588,0.712163735193,0.730924695973,0.714121519871,0.690517707057,0.720941948384,0.705518026521,0.719211029854,0.715639248851,0.728565255756,0.702860080273,0.718487533069,0.00197337763456,0.000150014174942,0.0155507604214,0.0052609147753
106,0.0253223180771,0.00114552179972,0.712321429058,0.717045183302,gini,25.0,0.19032258064516128,0.6225806451612903,"{'min_samples_split': 0.6225806451612903, 'criterion': 'gini', 'max_depth': 25.0, 'min_samples_leaf': 0.19032258064516128}",26,0.734419903588,0.712163735193,0.730924695973,0.714121519871,0.694443637715,0.721398280396,0.705518026521,0.719211029854,0.705732939133,0.716889001428,0.702860080273,0.718487533069,0.000619472794627,4.26273187872e-05,0.0149083707514,0.00311237997697
91,0.0253308614095,0.00121064980825,0.712321429058,0.717045183302,gini,7.0,0.17741935483870969,0.56451612903225812,"{'min_samples_split': 0.56451612903225812, 'criterion': 'gini', 'max_depth': 7.0, 'min_samples_leaf': 0.17741935483870969}",26,0.734419903588,0.712163735193,0.730924695973,0.714121519871,0.694443637715,0.721398280396,0.705518026521,0.719211029854,0.705732939133,0.716889001428,0.702860080273,0.718487533069,0.000199525141482,2.52518993324e-05,0.0149083707514,0.00311237997697
115,0.0248666206996,0.00120687484741,0.712321429058,0.717045183302,gini,15.0,0.20322580645161292,0.59354838709677427,"{'min_samples_split': 0.59354838709677427, 'criterion': 'gini', 'max_depth': 15.0, 'min_samples_leaf': 0.20322580645161292}",26,0.734419903588,0.712163735193,0.730924695973,0.714121519871,0.694443637715,0.721398280396,0.705518026521,0.719211029854,0.705732939133,0.716889001428,0.702860080273,0.718487533069,3.4072291357e-05,6.91659105595e-05,0.0149083707514,0.00311237997697
